2*DeltaAngle(grades),2*Time(years)
0.00005262310422970984,0.2402372000048483
0.00009478752431402171,0.7207270000186651
0.0001222828924039021,1.201230399920777
0.0001390378683110427,1.6817471996678541
0.00014898269386076635,2.162277399595088
0.00015005267609513595,2.642821199875662
0.00015820321625525935,3.1233784001562435
0.00017763474182963535,3.603949200436833
0.0002125456025678929,4.084533600529728
0.00025086047244560206,4.565131199743192
